_LR,batch_acc,epoch,loss,msls-val/R1,msls-val/R5,query_semantic_accuracy,query_semantic_entropy_norm,query_semantic_valid_confidence,query_semantic_valid_frac,seg_loss,seg_shared_grad_norm,seg_vpr_grad_cosine,step,vpr_loss,vpr_shared_grad_norm,weighted_seg_vpr_grad_ratio
,,0,,0.912162184715271,0.9513513445854187,,,,,,,,0,,,
9.999999747378752e-05,0.893750011920929,0,0.1328885704278946,,,0.465973436832428,0.3340817391872406,0.8677738904953003,0.8610000610351562,2.409130334854126,1.09612238407135,0.07093898952007294,19,0.08470596373081207,0.0004885430680587888,44.873111724853516
9.999999747378752e-05,0.8500000238418579,0,0.16502833366394043,,,0.6774067878723145,0.17854942381381989,0.8884341716766357,0.9209063053131104,1.4666152000427246,1.09612238407135,0.07093898952007294,39,0.13569603860378265,0.0004885430680587888,44.873111724853516
9.999999747378752e-05,0.675000011920929,0,0.31423741579055786,,,0.7296059727668762,0.16957256197929382,0.8571605682373047,0.8839531540870667,1.065962791442871,1.09612238407135,0.07093898952007294,59,0.2929181754589081,0.0004885430680587888,44.873111724853516
9.999999747378752e-05,0.96875,0,0.04647289216518402,,,0.7543373107910156,0.1783551275730133,0.8811850547790527,0.9186250567436218,0.9833183288574219,1.09612238407135,0.07093898952007294,79,0.026806527748703957,0.0004885430680587888,44.873111724853516
9.999999747378752e-05,0.893750011920929,0,0.1025087982416153,,,0.7925697565078735,0.158370241522789,0.8860822916030884,0.9227500557899475,0.7495769262313843,1.09612238407135,0.07093898952007294,99,0.08751726150512695,0.0004885430680587888,44.873111724853516
9.999999747378752e-05,0.862500011920929,0,0.1393430233001709,,,0.7645882368087769,0.17334915697574615,0.8850790858268738,0.9061250686645508,0.987314760684967,0.04919213056564331,0.2514411211013794,119,0.11959673464298248,0.00013141048839315772,7.486788272857666
9.999999747378752e-05,0.9312499761581421,0,0.08467235416173935,,,0.7724589109420776,0.16249655187129974,0.8790807127952576,0.8999062776565552,0.7822516560554504,0.04919213056564331,0.2514411211013794,139,0.06902731955051422,0.00013141048839315772,7.486788272857666
9.999999747378752e-05,0.9437500238418579,0,0.0586855411529541,,,0.7856006622314453,0.14218391478061676,0.8699872493743896,0.8839375376701355,0.7961490750312805,0.04919213056564331,0.2514411211013794,159,0.04276255890727043,0.00013141048839315772,7.486788272857666
9.999999747378752e-05,0.9125000238418579,0,0.09333090484142303,,,0.7784468531608582,0.13900183141231537,0.8608091473579407,0.8770469427108765,0.7275134325027466,0.04919213056564331,0.2514411211013794,179,0.0787806361913681,0.00013141048839315772,7.486788272857666
9.999999747378752e-05,0.9312499761581421,0,0.07359640300273895,,,0.7799711227416992,0.14808762073516846,0.880285382270813,0.9086875319480896,0.8002492189407349,0.04919213056564331,0.2514411211013794,199,0.05759141594171524,0.00013141048839315772,7.486788272857666
9.999999747378752e-05,0.8999999761581421,0,0.1096518486738205,,,0.8202745914459229,0.13235466182231903,0.8802304267883301,0.9013750553131104,0.58677077293396,0.013878071680665016,0.043765366077423096,219,0.09791643172502518,0.0005365776596590877,0.5172809958457947
9.999999747378752e-05,0.9125000238418579,0,0.08443494886159897,,,0.8467599153518677,0.11793062835931778,0.9036896228790283,0.9261406660079956,0.5337782502174377,0.013878071680665016,0.043765366077423096,239,0.07375938445329666,0.0005365776596590877,0.5172809958457947
9.999999747378752e-05,0.918749988079071,0,0.08603187650442123,,,0.8515011072158813,0.10651781409978867,0.8987081050872803,0.9289844036102295,0.49087026715278625,0.013878071680665016,0.043765366077423096,259,0.07621446996927261,0.0005365776596590877,0.5172809958457947
9.999999747378752e-05,0.918749988079071,0,0.08345349133014679,,,0.8573024868965149,0.1047358363866806,0.9033063054084778,0.936750054359436,0.4729623794555664,0.013878071680665016,0.043765366077423096,279,0.0739942416548729,0.0005365776596590877,0.5172809958457947
9.999999747378752e-05,0.893750011920929,0,0.10785960406064987,,,0.7746476531028748,0.141156405210495,0.8861931562423706,0.8879843950271606,0.8319630026817322,0.013878071680665016,0.043765366077423096,299,0.09122034162282944,0.0005365776596590877,0.5172809958457947
